Ulysses Grant,Personal Memoirs of U. S. Grant
R M Ballantyne,The Lighthouse
Washington Irving,Astoria
Thomas Henry Huxley,On the Advisableness of Improving Natural Knowledge
Nathaniel Hawthorne,The Snow Image
William Makepeace Thackeray,The Christmas Books
Lyman Frank Baum,Mary Louise and the Liberty Girls
Edward Phillips Oppenheim,A Monk of Cruta
Joseph Conrad,Gaspar Ruiz
Edward Stratemeyer,Guns And Snowshoes
R M Ballantyne,Hunted and Harried
Harold Bindloss,The Secret of the Reef
Bertrand Russell,The Analysis of Mind
Lewis Carroll,The Hunting of the Snark
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 21
Edward Phillips Oppenheim,The Governors
Thomas Hardy,Moments of Vision
Lord Tennyson,The Suppressed Poems of Alfred Lord Tennyson
Charles Darwin,The Autobiography of Charles Darwin
Harold Bindloss,Alton of Somasco
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 8
Jonathan Swift,The Prose Works of Jonathan Swift, D.D., Volume 7
William Wymark Jacobs,The Temptation of Samuel Burge, Captains All, Book 8
R M Ballantyne,The Coxswain's Bride
John Bunyan,The Life and Death of Mr. Badman
Edward Stratemeyer,The Rover Boys on a Tour
Bertrand Russell,The Problems of Philosophy
George Bernard Shaw,Great Catherine
John Milton,Milton's Comus
Alexander Pope,The Poetical Works of Alexander Pope, Volume 1
William Wymark Jacobs,Dual Control, Ship's Company, Part 8
Thomas Carlyle,History of Friedrich II of Prussia, Volume 20
Edward Stratemeyer,The Rover Boys on a Hunt
William Dean Howells,Their Wedding Journey
Charles Dickens,George Silverman's Explanation
Sir Arthur Conan Doyle,A Visit to Three Fronts
John Ruskin,Hortus Inclusus
Henry James,A Little Tour in France, Version 2
William Butler Yeats,Poems
Sinclair Lewis,Our Mr. Wrenn
Bret Harte,The Heritage of Dedlow Marsh and Other Tales
John Morley,Indian speeches (1907-1909)
Sir Arthur Conan Doyle,The Lost World
Edward Stratemeyer,Dave Porter in the South Seas
James Fenimore Cooper,Home as Found
William Ewart Gladstone,On Books and the Housing of Them
Bret Harte,Tales of Trail and Town
Charles Kingsley,Yeast: A Problem
Benjamin Disraeli,Endymion
Thomas Henry Huxley,Criticisms on "The Origin of Species"
P B Shelley,A Vindication of Natural Diet
Edward Stratemeyer,Dave Porter in the Gold Fields
Edward Phillips Oppenheim,Anna the Adventuress
John Galsworthy,Saint's Progress
Henry Rider Haggard,Ayesha
Bret Harte,Excelsior
William Henry Hudson,Afoot in England
Zane Grey,Desert Gold
James Matthew Barrie,Echoes of the War
Charlotte Mary Yonge,John Keble's Parishes
Nathaniel Hawthorne,Earth's Holocaust (From "Mosses From An Old Manse")
Louisa May Alcott,The Mysterious Key And What It Opened
Edward Phillips Oppenheim,The Tempting of Tavernake
Edmund Burke,The Works of the Right Honourable Edmund Burke, Vol. 08 (of 12)
James Matthew Barrie,Auld Licht Idylls
Bret Harte,Trent's Trust and Other Stories
George Alfred Henty,Under Drake's Flag
Mark Twain,Mark Twain's Speeches
Ambrose Bierce,Shapes of Clay
Joseph Conrad,The Point Of Honor
Charles Kingsley,Westward Ho!
Wilkie Collins,The Two Destinies
Ambrose Bierce,Fantastic Fables
Henry James,Washington Square
Edgar Allan Poe,The Cask of Amontillado
William Wymark Jacobs,The Toll-House, Sailor's Knots, Part 7
James Fenimore Cooper,New York
Jane Austen,Pride and Prejudice
Bret Harte,Jeff Briggs's Love Story
Nathaniel Hawthorne,Footprints on the Sea-Shore (From "Twice Told Tales")
Wilkie Collins,The Fallen Leaves
Baronness Orczy,The Elusive Pimpernel
R M Ballantyne,Deep Down, a Tale of the Cornish Mines
Robert Louis Stevenson,Weir of Hermiston
Robert Louis Stevenson,A Child's Garden of Verses, Version 4
Nathaniel Hawthorne,The Old Manse (From "Mosses From An Old Manse")
John Ruskin,Love's Meinie
Mark Twain,Fenimore Cooper's Literary Offences
William Wymark Jacobs,His Other Self, Night Watches, Part 10
Louisa May Alcott,An Old-fashioned Girl
Mark Twain,1601
Nathaniel Hawthorne,The Snow-Image
George Alfred Henty,Dorothy's Double, Volume 1
Andrew Lang,The Making of Religion
R M Ballantyne,The Cannibal Islands
Joseph Conrad,Tales Of Hearsay
Edward Stratemeyer,Three Young Ranchmen
Winston Churchill,The Crossing
George Alfred Henty,At the Point of the Bayonet
Jack London,The Strength of the Strong
Thomas Hardy,Satires of Circumstance
R M Ballantyne,The Buffalo Runners
Thomas Henry Huxley,Science & Education
Beatrix Potter,The Tale Of Benjamin Bunny
R M Ballantyne,The Madman and the Pirate
George Alfred Henty,Won by the Sword
Abraham Lincoln,Lincoln's Gettysburg Address, given November 19, 1863
Henry Francis Cary,Lives of the English Poets
Andrew Lang,The Blue Fairy Book
Bret Harte,The Twins of Table Mountain and Other Stories
William Makepeace Thackeray,Vanity Fair
Harold Bindloss,The Dust of Conflict
James Otis,The Minute Boys of the Mohawk Valley
Nathaniel Hawthorne,A Select Party (From "Mosses From An Old Manse")
Sir Walter Scott,Redgauntlet
Oscar Wilde,An Ideal Husband
Thomas Henry Huxley,The Perpetuation Of Living Beings, Hereditary Transmission And Variation
George Alfred Henty,Beric the Briton
William Dean Howells,Annie Kilburn
Herbert George Wells,Boon, The Mind of the Race, The Wild Asses of the Devil, and The Last Trump
Alfred Russel Wallace,Is Mars Habitable?
Thornton Waldo Burgess,The Adventures of Poor Mrs. Quack
Edgar Rice Burroughs,The Beasts of Tarzan
Louisa May Alcott,Three Unpublished Poems
John Ruskin,Lectures on Architecture and Painting
Rudyard Kipling,Life's Handicap
Anthony Trollope,The Kellys and the O'Kellys
William Wymark Jacobs,The Changing Numbers, Odd Craft, Part 8
James Otis,The Club at Crow's Corner
Edgar Rice Burroughs,Jungle Tales of Tarzan
Sir Walter Scott,Minstrelsy of the Scottish border (3rd ed) (1 of 3)
Thomas Carlyle,The French Revolution
G K Chesterton,Orthodoxy
Joseph Conrad,End of the Tether
William Somerset Maugham,The Hero
Charlotte Mary Yonge,Love and Life
Samuel Taylor Coleridge,Specimens of the Table Talk of S.T.Coleridge
Richard Brinsley Sheridan,The School For Scandal
Henry James,Eugene Pickering
William Dean Howells,A Hazard of New Fortunes
Wilkie Collins,The Woman in White
R M Ballantyne,Philosopher Jack
John Ruskin,On the Old Road, Vol. 1 (of 2)
Rudyard Kipling,Under the Deodars
Joseph Conrad,Youth
Emily Bronte,Wuthering Heights
John Galsworthy,The Dark Flower
Anthony Trollope,Sir Harry Hotspur of Humblethwaite
Charles Darwin,The Descent of Man and Selection in Relation to Sex
James Matthew Barrie,Peter Pan in Kensington Gardens, Version 1
Henry James,The Patagonia
Charles Dickens,A Christmas Carol
Charles Dickens,The Letters of Charles Dickens Volume 2
Thomas Carlyle,On the Choice of Books
Nathaniel Hawthorne,Biographical Stories
James Otis,Toby Tyler
Herbert George Wells,God The Invisible King
D H Lawrence,The Lost Girl
George Alfred Henty,Orange and Green
Lord Tennyson,The Princess
G K Chesterton,Lord Kitchener
George Alfred Henty,Maori and Settler
Jack London,The House of Pride
Jonathan Swift,The Journal to Stella
William Wymark Jacobs,Captains All
Bret Harte,Drift from Two Shores
Ambrose Bierce,The Shadow On The Dial, and Other Essays
William Wymark Jacobs,Skilled Assistance, Ship's Company, Part 9
Baronness Orczy,The Bronze Eagle
James Joyce,Ulysses
Edward Stratemeyer,The Rover Boys in New York
William J Long,Wilderness Ways
Edward Stratemeyer,The Rover Boys in the Land of Luck
Nathaniel Hawthorne,Little Masterpieces
William Wymark Jacobs,Peter's Pence, Sailor's Knots, Part 8
Elizabeth Barrett Browning,The Letters of Elizabeth Barrett Browning (2 of 2)
Stephen Leacock,The Unsolved Riddle of Social Justice
Charles Darwin,The Variation of Animals and Plants under Domestication Volume II
Wilkie Collins,Jezebel's Daughter
Henry James,The Real Thing
Nathaniel Hawthorne,P.'s Correspondence (From "Mosses From An Old Manse")
Sir Walter Scott,Trial of Duncan Terig
Anthony Trollope,Orley Farm
Charles Dickens,Barnaby Rudge
D H Lawrence,Women in Love
Jacob Abbott,Darius the Great
Herbert George Wells,The Wonderful Visit
John Morley,Critical Miscellanies, Volume 3, Essay 8, France in the Eighteenth Century
Daniel Defoe,Augusta Triumphans
Nathaniel Hawthorne,The Christmas Banquet (From "Mosses From An Old Manse")
James Otis,Mr. Stubbs's Brother
Anthony Trollope,Aaron Trow
Sir Walter Scott,Rob Roy
Anthony Trollope,La Mere Bauche from Tales of All Countries
Rafael Sabatini,The Trampling of the Lilies
Edgar Allan Poe,The Fall of the House of Usher
Jacob Abbott,Forests of Maine
Lucy Maud Montgomery,The Story Girl
Daniel Defoe,Atalantis Major
Winston Churchill,The Celebrity, Complete
Edgar Rice Burroughs,Pellucidar
Jerome Klapka Jerome,Tommy and Co
Harold Bindloss,Thurston of Orchard Valley
Thomas Hardy,A Pair of Blue Eyes
Jacob Abbott,Georgie
Benjamin Disraeli,The Rise of Iskander
Beatrix Potter,The Great Big Treasury of Beatrix Potter
Jonathan Swift,The Poems of Jonathan Swift, D.D., Volume 2
James Fenimore Cooper,Afloat And Ashore
William Wymark Jacobs,The Money Box, Odd Craft, Part 1
William Butler Yeats,The Cutting of an Agate
John Morley,Rousseau
Bret Harte,New Burlesques
James Fenimore Cooper,The Prairie
Lewis Carroll,Alice's Adventures in Wonderland
Charles Dickens,Tom Tiddler's Ground
D H Lawrence,The Trespasser
Walt Whitman,The Patriotic Poems of Walt Whitman
Abraham Lincoln,The Writings of Abraham Lincoln, Volume 2: 1843-1858
G K Chesterton,Utopia of Usurers and other Essays
Edgar Allan Poe,The Works of Edgar Allan Poe Volume 3
William Dean Howells,Buying a Horse
O Henry,Roads of Destiny
Edward Stratemeyer,Young Hunters of the Lake
Lyman Frank Baum,The Woggle-Bug Book
Thornton Waldo Burgess,The Burgess Bird Book for Children
Elizabeth Barrett Browning,The Poetical Works of Elizabeth Barrett Browning Volume II
George Eliot,The Essays of George Eliot
Rudyard Kipling,The Story of the Gadsby
Bret Harte,Susy, A Story of the Plains
Charlotte Mary Yonge,A Modern Telemachus
Henry Rider Haggard,Doctor Therne
Rudyard Kipling,Soldier Stories
Thomas Henry Huxley,William Harvey And The Discovery Of The Circulation Of The Blood
Charlotte Mary Yonge,Scenes and Characters
Lord Byron,The Works of Lord Byron. Vol. 2
Stephen Leacock,Behind the Beyond
John Dryden,His Majesties Declaration Defended
Arnold Joseph Toynbee,Turkey: A Past and a Future
Sir Arthur Conan Doyle,The Man from Archangel
William Dean Howells,The Kentons
R M Ballantyne,Under the Waves
R M Ballantyne,Ungava
William Dean Howells,Modern Italian Poets
Henry Rider Haggard,Swallow
Robert Louis Stevenson,A Child's Garden of Verses, Verse 142
James Matthew Barrie,Peter Pan
William Wymark Jacobs,Fairy Gold, Ship's Company, Part 4
John Bunyan,Miscellaneous Pieces
Charles Kingsley,The Ancien Regime
William Wymark Jacobs,Friends In Need, Ship's Company, Part 2
James Fenimore Cooper,The Chainbearer
William Makepeace Thackeray,The Fitz-Boodle Papers
Louisa May Alcott,Silver Pitchers: and Independence
Joseph Conrad,Heart of Darkness, Version 2
James Russell Lowell,Poems of James Russell Lowell
Joseph Conrad,A Set of Six
Zane Grey,The Rainbow Trail
Nathaniel Hawthorne,Twice Told Tales
Eugene O_Neill,The Straw
P G Wodehouse,The White Feather
Charles Dickens,Mudfog and Other Sketches
William Henry Hudson,Dead Man's Plack and an Old Thorn
Henry James,The Reverberator
Anthony Trollope,The Bertrams
Harriet Elizabeth Beecher Stowe,Sunny Memories Of Foreign Lands, Volume 2 (of 2)
Oscar Wilde,A House of Pomegranates
Anthony Trollope,Kept in the Dark
Henry David Thoreau,On the Duty of Civil Disobedience
Andrew Lang,Letters on Literature
Lyman Frank Baum,Aunt Jane's Nieces on Vacation
Wilkie Collins,A Fair Penitent
John Stuart Mill,Utilitarianism
William Blake,Illustrations of The Book of Job
William Makepeace Thackeray,Catherine: A Story
William Wymark Jacobs,Sea Urchins
George Alfred Henty,In Times of Peril
Thornton Waldo Burgess,The Adventures of Johnny Chuck
Henry James,The Death of the Lion
Edgar Allan Poe,The Works of Edgar Allan Poe Volume 1
Lord Byron,The Works of Lord Byron. Vol. 3
Charlotte Mary Yonge,History of France
Henry James,The Chaperon
Jerome Klapka Jerome,Clocks
Lyman Frank Baum,The Wonderful Wizard of Oz
Thomas Henry Huxley,On the Study of Zoology
Rafael Sabatini,The Lion's Skin
G K Chesterton,The Napoleon of Notting Hill
Andrew Lang,Old Friends - Essays in Epistolary Parody
James Joyce,Dubliners
Thomas Carlyle,History of Friedrich II of Prussia, Volume 12
Nathaniel Hawthorne,Old Ticonderoga, A Picture of The Past
Jacob Abbott,Rollo in Switzerland
Thomas Henry Huxley,Lay Sermons, Addresses and Reviews
Beatrix Potter,A Collection of Beatrix Potter Stories
Ambrose Bierce,Cobwebs From an Empty Skull
Charlotte Mary Yonge,The Chosen People
William Wymark Jacobs,The Third String, Odd Craft, Part 12
George Alfred Henty,A Girl of the Commune
Lyman Frank Baum,The Surprising Adventures of the Magical Monarch of Mo and His People
Thomas Hardy,Far from the Madding Crowd
Nathaniel Hawthorne,Snow Flakes (From "Twice Told Tales")
Jacob Abbott,Rollo in Holland
Anthony Trollope,The Man Who Kept His Money In A Box
Walt Whitman,Drum Taps
Sir Walter Scott,My Aunt Margaret's Mirror
Zane Grey,The Lone Star Ranger
William Wymark Jacobs,Lady of the Barge, Lady of the Barge and Others, Part 1
John Bunyan,The Pilgrim's Progress
Thomas Hardy,Jude the Obscure
Thomas Hardy,The Trumpet-Major
Henry James,The Beast in the Jungle
William Wymark Jacobs,Dialstone Lane
Herbert George Wells,Tales of Space and Time
Nathaniel Hawthorne,A Wonder Book and Tanglewood Tales
Edgar Rice Burroughs,The Mucker
Jerome Klapka Jerome,Evergreens
James Fenimore Cooper,The Wept of Wish-Ton-Wish
Charles Dickens,Holiday Romance
Lyman Frank Baum,Rinkitink in Oz
Beatrix Potter,The Tale of Tom Kitten
William Dean Howells,The Coast of Bohemia
Harold Bindloss,Northwest!
William Dean Howells,Literature and Life
Charlotte Mary Yonge,The Clever Woman of the Family
R M Ballantyne,The Giant of the North
Lord Byron,The Works of Lord Byron. Vol. 6
Edward Stratemeyer,On the Trail of Pontiac
Harold Bindloss,Kit Musgrave's Luck
Andrew Lang,The Orange Fairy Book
Wilkie Collins,Poor Miss Finch
Thornton Waldo Burgess,The Adventures of Lightfoot the Deer
Benjamin Disraeli,Lord George Bentinck
Herbert George Wells,In the Days of the Comet
John Ruskin,The Harbours of England
James Otis,The Princess and Joe Potter
Herbert George Wells,Certain Personal Matters
George Eliot,Adam Bede
Charles Dickens,The Letters of Charles Dickens Volume 1
George Bernard Shaw,Back to Methuselah
Wilkie Collins,The Moonstone
R M Ballantyne,Twice Bought
Herbert George Wells,In The Fourth Year
William Wymark Jacobs,Paying Off, Deep Waters, Part 2
Oscar Wilde,The Importance of Being Earnest
Mary Shelley,Notes to the Complete Poetical Works of Percy Bysshe Shelley
Andrew Lang,Much Darker Days
William Wymark Jacobs,The Monkey's Paw, The Lady of the Barge and Others, Part 2
Sinclair Lewis,Free Air
Charles Dickens,The Cricket on the Hearth
Anthony Trollope,The Chateau of Prince Polignac
Edgar Rice Burroughs,The Land That Time Forgot
Charles Dickens,The Lazy Tour of Two Idle Apprentices
Rudyard Kipling,From Sea to Sea
George Bernard Shaw,Maxims for Revolutionists
Thomas Carlyle,History of Friedrich II of Prussia, Volume 17
Thomas Carlyle,History of Friedrich II of Prussia, Volume 4
Rudyard Kipling,The Light That Failed
Jack London,A Daughter of the Snows
Robert Southey,The Life of Horatio Lord Nelson
Thornton Waldo Burgess,The Adventures of Prickly Porky
John Galsworthy,Five Tales
John Dryden,Dryden's Works Vol. 5 (of 18)
O Henry,The Gift of the Magi
Herman Melville,Battle-Pieces and Aspects of the War
Thomas Robert Malthus,Nature and Progress of Rent
Charlotte Mary Yonge,Two Penniless Princesses
Mark Twain,The Facts Concerning The Recent Carnival Of Crime In Connecticut
William Wordsworth,The Poetical Works of William Wordsworth, Volume 4
Rudyard Kipling,A Diversity of Creatures
Thomas Hardy,Under the Greenwood Tree
Joseph Conrad,Falk
Daniel Defoe,An Answer to a Question that Nobody thinks of, viz., But what if the Queen should Die?
Robert Browning,Browning's Shorter Poems
Anthony Trollope,Lady Anna
Andrew Lang,Lost Leaders
Ambrose Bierce,A Son of the Gods, and A Horseman in the Sky
John Morley,Critical Miscellanies, Volume 3, Essay 4, The Life of George Eliot
Nathaniel Hawthorne,Sights from a Steeple (From "Twice Told Tales")
Mark Twain,Captain Stormfield's Visit to Heaven
Frank Richard Stockton,The House of Martha
Wilkie Collins,Armadale
Lyman Frank Baum,Dot and Tot of Merryland
Herbert George Wells,An Englishman Looks at the World
Winston Churchill,An Essay On The American Contribution And The Democratic Idea
Thomas Henry Huxley,The Darwinian Hypothesis
Nathaniel Hawthorne,True Stories from History and Biography
Samuel Taylor Coleridge,Coleridge's Ancient Mariner and Select Poems
James Otis,The Minute Boys of Boston
Ambrose Bierce,The Collected Works of Ambrose Bierce, Volume 2
Edmund Burke,The Works of the Right Honourable Edmund Burke, Vol. 12 (of 12)
Harold Bindloss,A Damaged Reputation
Charlotte Bronte,Jane Eyre
Elizabeth Barrett Browning,The Letters of Elizabeth Barrett Browning (1 of 2)
Edward Stratemeyer,Dave Porter At Bear Camp
James Fenimore Cooper,Jack Tier or The Florida Reef
Jerome Klapka Jerome,The Angel and the Author - and Others
John Ruskin,The Seven Lamps of Architecture
Charles Dickens,The Uncommercial Traveller
Henry Rider Haggard,The Wanderer's Necklace
Thomas Carlyle,History of Friedrich II of Prussia, Volume 14
Lord Tennyson,The Last Tournament
William Dean Howells,A Fearful Responsibility and Other Stories
Sinclair Lewis,The Innocents
Thornton Waldo Burgess,The Adventures of Danny Meadow Mouse
Harold Bindloss,Wyndham's Pal
Lyman Frank Baum,The Life and Adventures of Santa Claus
James Fenimore Cooper,The Pioneers
Thornton Waldo Burgess,The Adventures of Chatterer the Red Squirrel
Washington Irving,Knickerbocker's History of New York
John Ruskin,Lectures on Landscape
Nathaniel Hawthorne,Biographical Sketches
Charles Dickens,The Battle of Life
Louisa May Alcott,The Candy Country
Sir Arthur Conan Doyle,The Great Keinplatz Experiment and Other Tales of Twilight and the Unseen
George Eliot,Silas Marner
John Ruskin,Saint Ursula
Washington Irving,The Life and Voyages of Christopher Columbus (Vol. II)
Mark Twain,Chapters from My Autobiography
Virginia Woolf,The Voyage Out
R M Ballantyne,Six Months at the Cape
Edward Stratemeyer,The Rover Boys on the Plains
Joseph Conrad,The Nigger Of The "Narcissus"
Lyman Frank Baum,Aunt Jane's Nieces at Work
Henry Rider Haggard,A Tale of Three Lions
Joseph Conrad,An Outcast of the Islands
Oscar Wilde,The Duchess of Padua
Wilkie Collins,The Legacy of Cain
Herman Melville,Pierre; or The Ambiguities
Edward Stratemeyer,The Rover Boys at Big Horn Ranch
Edward Phillips Oppenheim,The Yellow Crayon
Oscar Wilde,De Profundis
R M Ballantyne,Post Haste
Jacob Abbott,Rollo's Museum
Sir Richard Francis Burton,Vikram and the Vampire
Charlotte Mary Yonge,The Carbonels
Mark Twain,Those Extraordinary Twins
William Wymark Jacobs,Easy Money, Night Watches, Part 9
Thomas Carlyle,History of Friedrich II of Prussia, Volume 10
Bret Harte,Mr. Jack Hamlin's Mediation and Other Stories
Ulysses Grant,Letters of Ulysses S. Grant
John Galsworthy,The First and The Last
Thomas Henry Huxley,A Critical Examination Of The Position Of Mr. Darwin's Work, "On The Origin Of Species"
George Bernard Shaw,Revolutionist's Handbook and Pocket Companion
Herbert George Wells,What is Coming?
Ambrose Bierce,Write It Right
Elizabeth Barrett Browning,The Poetical Works of Elizabeth Barrett Browning Volume I
Anthony Trollope,The American Senator
Sir Arthur Conan Doyle,The Adventure of the Dying Detective
Harriet Elizabeth Beecher Stowe,Betty's Bright Idea
Nathaniel Hawthorne,Doctor Grimshawe's Secret
Jack London,On the Makaloa Mat
Louisa May Alcott,A Garland for Girls
P B Shelley,The Witch of Atlas
Sir Winston Churchill,London to Ladysmith via Pretoria
Sir Walter Scott,Bride of Lammermoor
William Wymark Jacobs,The Unknown, Night Watches, Part 7
William Butler Yeats,Responsibilities
Sir Arthur Conan Doyle,The Green Flag
Thomas Hardy,Late Lyrics and Earlier
William Somerset Maugham,Plays: Lady Frederick, The Explorer, A Man of Honor
Edmund Burke,Burke's Speech on Conciliation with America
Anthony Trollope,The Way We Live Now
George Bernard Shaw,Press Cuttings
Anthony Trollope,The Vicar of Bullhampton
John Galsworthy,The Island Pharisees
Sir Arthur Conan Doyle,The Last Galley
William Dean Howells,The Daughter of the Storage
P G Wodehouse,My Man Jeeves
Benjamin Franklin,Autobiography of Benjamin Franklin, Version 1
R M Ballantyne,Over the Rocky Mountains
Hamlin Garland,Cavanaugh: Forest Ranger
Henry James,The Awkward Age
John Galsworthy,The Little Dream
Jack London,The Sea-Wolf
Herbert George Wells,The Research Magnificent
George Eliot,Middlemarch
Jerome Klapka Jerome,The Master of Mrs. Chilvers
Robert Browning,The Pied Piper of Hamelin
Sir Walter Scott,The Tapestried Chamber, and Death of the Laird's Jock
Mark Twain,Some Rambling Notes of an Idle Excursion
Oscar Wilde,The Canterville Ghost
Charlotte Mary Yonge,The Heir of Redclyffe
R M Ballantyne,Gascoyne, the Sandal-Wood Trader
Charlotte Mary Yonge,Young Folks' History of Rome
Wilkie Collins,Rambles Beyond Railways
R M Ballantyne,The Lonely Island
Bret Harte,Salomy Jane
Jerome Klapka Jerome,Three Men on the Bummel
Thomas Carlyle,History of Friedrich II of Prussia, Volume 19
Sir Walter Scott,The Fair Maid of Perth
George Alfred Henty,With Frederick the Great
Henry Rider Haggard,Nada the Lily
George Alfred Henty,In the Hands of the Malays, and Other Stories
Louisa May Alcott,Aunt Jo's Scrap-Bag, Volume 5
Lewis Carroll,Alice's Adventures Under Ground
George Bernard Shaw,The Philanderer
Anthony Trollope,Dr. Wortle's School
Sir Arthur Conan Doyle,The Great Boer War
John Ruskin,Stones of Venice [introductions]
Jacob Abbott,Cleopatra
William Dean Howells,Five O'Clock Tea
Edward Phillips Oppenheim,The Devil's Paw
Bret Harte,Urban Sketches
Harold Bindloss,The Girl From Keller's
Oscar Wilde,Lady Windermere's Fan
Lyman Frank Baum,Sky Island
Louisa May Alcott,Little Women
William Dean Howells,Evening Dress
G K Chesterton,The New Jerusalem
Jacob Abbott,Rollo in London
Henry James,The Portrait of a Lady, Volume 1
Daniel Defoe,The King of Pirates
Walter de la Mare,Memoirs of a Midget
Joseph Conrad,Heart of Darkness, Version 1
Edward Phillips Oppenheim,A Prince of Sinners
Edward Phillips Oppenheim,Peter Ruff and the Double Four
William Wymark Jacobs,Admiral Peters, Odd Craft, Part 14
William Wymark Jacobs,Fine Feathers, Ship's Company, Part 1
William Somerset Maugham,The Land of The Blessed Virgin; Sketches and Impressions in Andalusia
Oscar Wilde,Vera
Wilkie Collins,After Dark
Edward Phillips Oppenheim,Havoc
William Wymark Jacobs,Bob's Redemption, Captains All, Book 5
Herman Melville,John Marr and Other Poems
William Wymark Jacobs,The Castaway, Odd Craft, Part 2
Hamlin Garland,A Daughter of the Middle Border
Edward Phillips Oppenheim,The Great Impersonation
Hector Hugh Munro,Reginald in Russia
Robert Frost,Mountain Interval
John Morley,Critical Miscellanies, Volume 3, Essays 2 and 3
Joseph Conrad,The Mirror of the Sea
Jack London,Stories of Ships and the Sea
Sir Arthur Conan Doyle,Micah Clarke
William Makepeace Thackeray,George Cruikshank
Edward Stratemeyer,The Rover Boys on the Farm
Thornton Waldo Burgess,The Adventures of Unc' Billy Possum
Edgar Rice Burroughs,The Lost Continent
R M Ballantyne,The Prairie Chief
Jacob Abbott,Stuyvesant
Henry James,The Ambassadors
John Dryden,The Poetical Works of John Dryden, Volume 2
Edward Phillips Oppenheim,Mysterious Mr. Sabin
Charlotte Bronte,Shirley
P G Wodehouse,The Head of Kay's
John Milton,Paradise Regained
Robert Louis Stevenson,Virginibus Puerisque
Richard Brinsley Sheridan,The Rivals
Baronness Orczy,El Dorado
William Dean Howells,April Hopes
Lyman Frank Baum,The Magic of Oz
Edgar Allan Poe,Edgar Allan Poe's Complete Poetical Works
Charles Dickens,Captain Boldheart & the Latin-Grammar Master
Michael Faraday,The Chemical History Of A Candle
Louisa May Alcott,Flower Fables
William Wymark Jacobs,Self-Help, Sailor's Knots, Part 4
Thomas Henry Huxley,Critiques and Addresses
Lewis Carroll,Three Sunsets and Other Poems
Thomas Hardy,Tess of the d'Urbervilles
William Wymark Jacobs,For Better or Worse, Ship's Company, Part 10
Edmund Burke,The Works of the Right Honourable Edmund Burke, Vol. 02 (of 12)
William Dean Howells,Fennel and Rue
Thomas Henry Huxley,On the Method of Zadig
Charlotte Mary Yonge,Cameos from English History, from Rollo to Edward II
James Fenimore Cooper,Recollections of Europe
R M Ballantyne,The Butterfly's Ball
Joseph Conrad,One Day More
Edmund Burke,The Works of the Right Honourable Edmund Burke, Vol. 11 (of 12)
Washington Irving,The Life of George Washington, Volume I
Oscar Wilde,Reviews
Lord Tennyson,Beauties of Tennyson
Charlotte Bronte,Villette
Sir Richard Francis Burton,The Land of Midian, Volume 2
Robert Louis Stevenson,Moral Emblems
Mark Twain,The Mysterious Stranger and Other Stories
Jonathan Swift,A Tale of a Tub
Benjamin Disraeli,Coningsby
T S Eliot,Eeldrop and Appleplex
Lyman Frank Baum,The Emerald City of Oz
Daniel Defoe,The Life, Adventures & Piracies of the Famous Captain Singleton
Frank Richard Stockton,The Associate Hermits
Frank Richard Stockton,My Terminal Moraine
Stephen Leacock,Adventurers of the Far North
Herbert George Wells,The First Men In The Moon
Herbert George Wells,When the Sleeper Wakes
William J Long,Ways of Wood Folk
Robert Louis Stevenson,Edinburgh
Jerome Klapka Jerome,Stage-Land
John Galsworthy,Essays Concerning Letters
Anthony Trollope,The Fixed Period
Jack London,The Night-Born
Wilkie Collins,Blind Love
James Russell Lowell,The Vision of Sir Launfal And Other Poems, Version 2
Thomas Hardy,The Mayor of Casterbridge
Bret Harte,Selected Stories
Edward Phillips Oppenheim,The Wicked Marquis
Frank Richard Stockton,A Bicycle of Cathay
Charles Kingsley,Discipline and Other Sermons
George Bernard Shaw,Fanny's First Play
Nathaniel Hawthorne,The Dolliver Romance
Andrew Lang,Myth, Ritual And Religion, Vol. 2 (of 2)
Herbert George Wells,The Wheels of Chance
Jacob Abbott,Rollo on the Atlantic
Anthony Trollope,The Macdermots of Ballycloran
R M Ballantyne,Blue Lights
Edward Stratemeyer,Dave Porter and His Double
George Alfred Henty,Saint Bartholomew's Eve
Robert Browning,Christmas Eve
Benjamin Franklin,Autobiography of Benjamin Franklin, Version 3
Herman Melville,Omoo: Adventures in the South Seas
Sinclair Lewis,Main Street
John Galsworthy,The Fugitive
Sir Walter Scott,The Journal of Sir Walter Scott
Jonathan Swift,The Prose Works of Jonathan Swift, D.D., Volume 10
Ambrose Bierce,The Parenticide Club
Stephen Leacock,Winsome Winnie and other New Nonsense Novels
Nathaniel Hawthorne,Edward Fane's Rosebud (From "Twice Told Tales")
Walter de la Mare,The Return
Henry James,Pandora
John Ruskin,Modern Painters, Volume 3 (of 5)
George Bernard Shaw,A Treatise on Parents and Children
William Dean Howells,A Boy's Town
Thomas Henry Huxley,Essays Upon Some Controverted Questions
Jacob Abbott,Rollo in the Woods
Lord Byron,Fugitive Pieces
John Stuart Mill,On Liberty
Jack London,The Scarlet Plague
George Alfred Henty,In the Reign of Terror
Thomas Henry Huxley,The Method By Which The Causes Of The Present And Past Conditions Of Organic Nature Are To Be Discovered
William Dean Howells,The Garotters
Edgar Rice Burroughs,Tarzan of the Apes
William Makepeace Thackeray,The History of Pendennis
